Sentence #,Word,POS,Tag
Sentence1396,attached,VBN,O
Sentence1396,my,PRP$,O
Sentence1396,resume,NN,O
Sentence1396,here,RB,O
Sentence1396,and,CC,O
Sentence1396,reviewing,VBG,O
Sentence1396,of,IN,O
Sentence1396,my,PRP$,O
Sentence1396,credentials,NNS,O
Sentence1396,indicates,VBZ,O
Sentence1396,that,IN,O
Sentence1396,I,PRP,O
Sentence1396,have,VBP,O
Sentence1396,qualified,VBN,O
Sentence1396,B.Tech,NNP,B-EDU
Sentence1396,in,IN,I-EDU
Sentence1396,Computer,NNP,I-EDU
Sentence1396,Science,NNP,I-EDU
Sentence1396,and,CC,I-EDU
Sentence1396,Engineering,NNP,I-EDU
Sentence1396,from,IN,I-EDU
Sentence1396,Uttar,NNP,I-EDU
Sentence1396,Pradesh,NNP,I-EDU
Sentence1396,Technical,NNP,I-EDU
Sentence1396,University,NNP,I-EDU
Sentence1396,.,.,O
Sentence1397,Possessing,NNP,O
Sentence1397,knowledge,NN,O
Sentence1397,and,CC,O
Sentence1397,have,VBP,O
Sentence1397,interest,NN,O
Sentence1397,in,IN,O
Sentence1397,software,NN,O
Sentence1397,development,NN,O
Sentence1397,and,CC,O
Sentence1397,testing,NN,O
Sentence1397,.,.,O
Sentence1398,I,PRP,O
Sentence1398,am,VBP,O
Sentence1398,a,DT,O
Sentence1398,fresher,NN,O
Sentence1398,and,CC,O
Sentence1398,looking,VBG,O
Sentence1398,for,IN,O
Sentence1398,entry,NN,O
Sentence1398,level,NN,O
Sentence1398,job,NN,O
Sentence1398,in,IN,O
Sentence1398,IT,NNP,O
Sentence1398,Industry,NNP,O
Sentence1398,presently,RB,O
Sentence1398,.,.,O
Sentence1399,I,PRP,O
Sentence1399,have,VBP,O
Sentence1399,technical,JJ,O
Sentence1399,knowledge,NN,O
Sentence1399,of,IN,O
Sentence1399,SAP,NNP,B-TECH
Sentence1399,ABAP,NNP,B-TECH
Sentence1399,",",",",O
Sentence1399,C,NNP,B-TECH
Sentence1399,and,CC,O
Sentence1399,SQL,NNP,B-TECH
Sentence1399,.,.,O
Sentence1400,.With,VB,B-SOFT
Sentence1400,good,JJ,I-SOFT
Sentence1400,communication,NN,I-SOFT
Sentence1400,and,CC,I-SOFT
Sentence1400,interpersonal,JJ,I-SOFT
Sentence1400,skills,NNS,I-SOFT
Sentence1400,",",",",O
Sentence1400,myself-confidence,NN,B-SOFT
Sentence1400,",",",",O
Sentence1400,innovative,JJ,B-SOFT
Sentence1400,approach,NN,I-SOFT
Sentence1400,and,CC,O
Sentence1400,quick,JJ,B-SOFT
Sentence1400,adaptability,NN,I-SOFT
Sentence1400,to,TO,I-SOFT
Sentence1400,changing,VBG,I-SOFT
Sentence1400,processes,NNS,I-SOFT
Sentence1400,and,CC,I-SOFT
Sentence1400,trends,NNS,I-SOFT
Sentence1400,have,VBP,O
Sentence1400,been,VBN,O
Sentence1400,my,PRP$,O
Sentence1400,biggest,JJS,O
Sentence1400,assets,NNS,O
Sentence1400,.,.,O
Sentence1401,I,PRP,O
Sentence1401,am,VBP,O
Sentence1401,seeking,VBG,O
Sentence1401,a,DT,O
Sentence1401,challenging,VBG,O
Sentence1401,job,NN,O
Sentence1401,that,WDT,O
Sentence1401,would,MD,O
Sentence1401,synergize,VB,O
Sentence1401,my,PRP$,O
Sentence1401,skill,NN,O
Sentence1401,and,CC,O
Sentence1401,experience,NN,O
Sentence1401,with,IN,O
Sentence1401,the,DT,O
Sentence1401,objectives,NNS,O
Sentence1401,of,IN,O
Sentence1401,the,DT,O
Sentence1401,organization,NN,O
Sentence1401,.,.,O
Sentence1402,I,PRP,O
Sentence1402,would,MD,O
Sentence1402,appropriate,VB,O
Sentence1402,an,DT,O
Sentence1402,opportunity,NN,O
Sentence1402,for,IN,O
Sentence1402,a,DT,O
Sentence1402,personal,JJ,O
Sentence1402,interview,NN,O
Sentence1402,.,.,O
Sentence1403,Thanking,VBG,O
Sentence1403,you,PRP,O
Sentence1403,in,IN,O
Sentence1403,anticipation,NN,O
Sentence1403,of,IN,O
Sentence1403,a,DT,O
Sentence1403,favorable,JJ,O
Sentence1403,reply,NN,O
Sentence1403,Thanks,NNP,O
Sentence1403,&,CC,O
Sentence1403,Regards,NNP,O
Sentence1403,",",",",O
Sentence1403,Kunwar,NNP,B-PER
Sentence1403,Alok,NNP,I-PER
Sentence1403,Singh,NNP,I-PER
Sentence1403,.,.,O
Sentence1404,Curriculum,NNP,O
Sentence1404,Vitae,NNP,O
Sentence1404,MANASA,NNP,B-PER
Sentence1404,P,NNP,I-PER
Sentence1404,GOWDA,NNP,I-PER
Sentence1404,918147159079,NNP,O
Sentence1404,manasapradeep16,NN,O
Sentence1404,@,NNP,O
Sentence1404,gmail.com,NN,O
Sentence1404,Career,NNP,O
Sentence1404,Objective,NNP,O
Sentence1404,:,:,O
Sentence1404,Dynamic,NNP,O
Sentence1404,Looking,NNP,O
Sentence1404,for,IN,O
Sentence1404,a,DT,O
Sentence1404,career,NN,O
Sentence1404,where,WRB,O
Sentence1404,I,PRP,O
Sentence1404,can,MD,O
Sentence1404,utilize,VB,O
Sentence1404,my,PRP$,O
Sentence1404,skills,NNS,O
Sentence1404,and,CC,O
Sentence1404,abilities,NNS,O
Sentence1404,to,TO,O
Sentence1404,the,DT,O
Sentence1404,best,JJS,O
Sentence1404,by,IN,O
Sentence1404,evolving,VBG,O
Sentence1404,in,IN,O
Sentence1404,a,DT,O
Sentence1404,professional,JJ,O
Sentence1404,manner,NN,O
Sentence1404,by,IN,O
Sentence1404,upgrading,VBG,O
Sentence1404,knowledge,NN,O
Sentence1404,and,CC,O
Sentence1404,skills,NNS,O
Sentence1404,which,WDT,O
Sentence1404,can,MD,O
Sentence1404,make,VB,O
Sentence1404,a,DT,O
Sentence1404,difference,NN,O
Sentence1404,in,IN,O
Sentence1404,whatever,WDT,O
Sentence1404,I,PRP,O
Sentence1404,do,VBP,O
Sentence1404,.,.,O
Sentence1405,Educational,JJ,O
Sentence1405,Qualification,NN,O
Sentence1405,:,:,O
Sentence1405,Course,NNP,O
Sentence1405,Institute,NNP,O
Sentence1405,Year,NNP,O
Sentence1405,%,NN,O
Sentence1405,of,IN,O
Sentence1405,marks,NNS,O
Sentence1405,B.E,NNP,B-EDU
Sentence1405,(,(,I-EDU
Sentence1405,EEE,NNP,I-EDU
Sentence1405,,,I-EDU
Sentence1405,", ",,I-EDU
Sentence1405,,,I-EDU
Sentence1405,Sri,NNP,I-EDU
Sentence1405,Venkateshwara,NNP,I-EDU
Sentence1405,College,NNP,I-EDU
Sentence1405,Of,IN,I-EDU
Sentence1405,Engineering,NNP,I-EDU
Sentence1405,.,.,I-EDU
Sentence1406,(,(,I-EDU
Sentence1406,VTU,NNP,I-EDU
Sentence1406,,,I-EDU
Sentence1406,", ",,I-EDU
Sentence1406,,,I-EDU
Sentence1406,2016,CD,I-EDU
Sentence1406,77.52,CD,I-EDU
Sentence1406,IInd,NNP,B-EDU
Sentence1406,PUC,NNP,I-EDU
Sentence1406,MES,NNP,I-EDU
Sentence1406,PU,NNP,I-EDU
Sentence1406,College,NNP,I-EDU
Sentence1406,.,.,I-EDU
Sentence1407,(,(,I-EDU
Sentence1407,Karnataka,NNP,I-EDU
Sentence1407,State,NNP,I-EDU
Sentence1407,Board,NNP,I-EDU
Sentence1407,,,I-EDU
Sentence1407,", ",,I-EDU
Sentence1407,,,I-EDU
Sentence1407,2012,CD,I-EDU
Sentence1407,87.33,CD,I-EDU
Sentence1407,SSLC,NNP,B-EDU
Sentence1407,BG,NNP,I-EDU
Sentence1407,National,NNP,I-EDU
Sentence1407,Public,NNP,I-EDU
Sentence1407,School,NNP,I-EDU
Sentence1407,.,.,I-EDU
Sentence1408,(,(,I-EDU
Sentence1408,Karnataka,NNP,I-EDU
Sentence1408,Board,NNP,I-EDU
Sentence1408,,,I-EDU
Sentence1408,", ",,I-EDU
Sentence1408,,,I-EDU
Sentence1408,2010,CD,I-EDU
Sentence1408,94.56,CD,I-EDU
Sentence1408,Skills,NNS,O
Sentence1408,:,:,O
Sentence1408,Software,NN,O
Sentence1408,Packages,NNS,O
Sentence1408,:,:,O
Sentence1408,·,NN,O
Sentence1408,Matlab,NNP,B-TECH
Sentence1408,.,.,O
Sentence1409,·,VB,O
Sentence1409,Oracle,NNP,B-TECH
Sentence1409,10g,CD,I-TECH
Sentence1409,.,.,O
Sentence1410,·,VB,O
Sentence1410,MS,NNP,B-TECH
Sentence1410,Office,NNP,I-TECH
Sentence1410,.,.,O
Sentence1411,·,VB,O
Sentence1411,jdk,JJ,B-TECH
Sentence1411,1.8,CD,I-TECH
Sentence1411,Technical,JJ,O
Sentence1411,Skills,NNS,O
Sentence1411,:,:,O
Sentence1411,·,NN,O
Sentence1411,Basic,NNP,B-TECH
Sentence1411,Electrical,NNP,I-TECH
Sentence1411,Engineering,NNP,I-TECH
Sentence1411,.,.,O
Sentence1412,·,JJ,O
Sentence1412,Electrical,JJ,B-TECH
Sentence1412,machines,NNS,I-TECH
Sentence1412,.,.,O
Sentence1413,·,VB,O
Sentence1413,Core,NNP,B-TECH
Sentence1413,Java,NNP,I-TECH
Sentence1413,.,.,O
Sentence1414,Academic,NNP,O
Sentence1414,Project,NN,O
Sentence1414,:,:,O
Sentence1414,Project,JJ,O
Sentence1414,Title,NN,O
Sentence1414,:,:,O
Sentence1414,Single,NNP,O
Sentence1414,Phase,NNP,O
Sentence1414,H6,NNP,O
Sentence1414,Transformer,NNP,O
Sentence1414,less,RBR,O
Sentence1414,Inverter,NNP,O
Sentence1414,For,IN,O
Sentence1414,Grid-Tied,NNP,O
Sentence1414,PV,NNP,O
Sentence1414,Systems,NNPS,O
Sentence1414,.,.,O
Sentence1415,Duration,NN,O
Sentence1415,:,:,O
Sentence1415,5,CD,O
Sentence1415,months,NNS,O
Sentence1415,.,.,O
Sentence1416,Description,NN,O
Sentence1416,:,:,O
Sentence1416,Grid,NNP,O
Sentence1416,connected,VBD,O
Sentence1416,photovoltaic,JJ,O
Sentence1416,systems,NNS,O
Sentence1416,consist,NN,O
Sentence1416,of,IN,O
Sentence1416,transformer,NN,O
Sentence1416,at,IN,O
Sentence1416,the,DT,O
Sentence1416,utility,NN,O
Sentence1416,side.But,VBZ,O
Sentence1416,these,DT,O
Sentence1416,transformers,NNS,O
Sentence1416,are,VBP,O
Sentence1416,heavy,JJ,O
Sentence1416,",",",",O
Sentence1416,costly,JJ,O
Sentence1416,and,CC,O
Sentence1416,the,DT,O
Sentence1416,most,RBS,O
Sentence1416,important,JJ,O
Sentence1416,is,VBZ,O
Sentence1416,the,DT,O
Sentence1416,quality,NN,O
Sentence1416,of,IN,O
Sentence1416,power,NN,O
Sentence1416,input,NN,O
Sentence1416,fed,VBN,O
Sentence1416,to,TO,O
Sentence1416,the,DT,O
Sentence1416,grid,NN,O
Sentence1416,.,.,O
Sentence1417,This,DT,O
Sentence1417,project,NN,O
Sentence1417,is,VBZ,O
Sentence1417,an,DT,O
Sentence1417,attempt,NN,O
Sentence1417,to,TO,O
Sentence1417,overcome,VB,O
Sentence1417,these,DT,O
Sentence1417,problems,NNS,O
Sentence1417,by,IN,O
Sentence1417,replacing,VBG,O
Sentence1417,the,DT,O
Sentence1417,transformer,NN,O
Sentence1417,with,IN,O
Sentence1417,a,DT,O
Sentence1417,five,CD,O
Sentence1417,level,NN,O
Sentence1417,inverter,NN,O
Sentence1417,i.e,NN,O
Sentence1417,;,:,O
Sentence1417,H6,NNP,O
Sentence1417,topology,NN,O
Sentence1417,which,WDT,O
Sentence1417,has,VBZ,O
Sentence1417,reduced,VBN,O
Sentence1417,complexities,NNS,O
Sentence1417,in,IN,O
Sentence1417,term,NN,O
Sentence1417,of,IN,O
Sentence1417,size,NN,O
Sentence1417,",",",",O
Sentence1417,leakage,NN,O
Sentence1417,current,JJ,O
Sentence1417,and,CC,O
Sentence1417,total,JJ,O
Sentence1417,harmonic,JJ,O
Sentence1417,distortion,NN,O
Sentence1417,.,.,O
Sentence1418,By,IN,O
Sentence1418,all,PDT,O
Sentence1418,these,DT,O
Sentence1418,the,DT,O
Sentence1418,overall,JJ,O
Sentence1418,efficiency,NN,O
Sentence1418,may,MD,O
Sentence1418,increase,VB,O
Sentence1418,upto,JJ,O
Sentence1418,2,CD,O
Sentence1418,%,NN,O
Sentence1418,in,IN,O
Sentence1418,low,JJ,O
Sentence1418,power,NN,O
Sentence1418,applications,NNS,O
Sentence1418,which,WDT,O
Sentence1418,accounts,VBZ,O
Sentence1418,to,TO,O
Sentence1418,large,JJ,O
Sentence1418,savings,NNS,O
Sentence1418,in,IN,O
Sentence1418,terms,NNS,O
Sentence1418,of,IN,O
Sentence1418,power,NN,O
Sentence1418,and,CC,O
Sentence1418,also,RB,O
Sentence1418,may,MD,O
Sentence1418,be,VB,O
Sentence1418,an,DT,O
Sentence1418,stepping,VBG,O
Sentence1418,stone,NN,O
Sentence1418,towards,NNS,O
Sentence1418,an,DT,O
Sentence1418,era,NN,O
Sentence1418,of,IN,O
Sentence1418,transformer-less,JJ,O
Sentence1418,inverter,NN,O
Sentence1418,systems,NNS,O
Sentence1418,.,.,O
Sentence1419,Extra,NNP,O
Sentence1419,Curricular,JJ,O
Sentence1419,Activities,NNS,O
Sentence1419,:,:,O
Sentence1419,·,NN,O
Sentence1419,Completed,VBD,B-ACH
Sentence1419,5,CD,I-ACH
Sentence1419,days,NNS,I-ACH
Sentence1419,training,VBG,I-ACH
Sentence1419,program,NN,I-ACH
Sentence1419,of,IN,I-ACH
Sentence1419,National,NNP,I-ACH
Sentence1419,Level,NNP,I-ACH
Sentence1419,Youth,NNP,I-ACH
Sentence1419,Entrepreneurship,NNP,I-ACH
Sentence1419,Development,NNP,I-ACH
Sentence1419,Program,NNP,I-ACH
Sentence1419,2015-16,JJ,O
Sentence1419,conducted,VBN,O
Sentence1419,by,IN,O
Sentence1419,Govt,NNP,O
Sentence1419,.,.,O
Sentence1420,of,IN,O
Sentence1420,India,NNP,O
Sentence1420,&,CC,O
Sentence1420,ICTACT,NNP,O
Sentence1420,.,.,O
Sentence1421,·,NN,O
Sentence1421,Participated,VBD,B-ACH
Sentence1421,in,IN,I-ACH
Sentence1421,Idea,NNP,I-ACH
Sentence1421,to,TO,I-ACH
Sentence1421,execution,VB,I-ACH
Sentence1421,for,IN,I-ACH
Sentence1421,entrepreneurs,NNS,I-ACH
Sentence1421,an,DT,I-ACH
Sentence1421,initiative,NN,I-ACH
Sentence1421,by,IN,I-ACH
Sentence1421,Nurture,NNP,I-ACH
Sentence1421,talent,NN,I-ACH
Sentence1421,academy,NN,I-ACH
Sentence1421,",",",",O
Sentence1421,Intaligo,NNP,O
Sentence1421,IIM,NNP,O
Sentence1421,Calcutta,NNP,O
Sentence1421,",",",",O
Sentence1421,Nov-12,NNP,O
Sentence1421,.,.,O
Sentence1422,·,NN,O
Sentence1422,Secured,VBD,B-ACH
Sentence1422,2nd,CD,I-ACH
Sentence1422,position,NN,I-ACH
Sentence1422,in,IN,I-ACH
Sentence1422,paper,NN,I-ACH
Sentence1422,presentation,NN,I-ACH
Sentence1422,at,IN,I-ACH
Sentence1422,National,NNP,I-ACH
Sentence1422,level,NN,I-ACH
Sentence1422,technical,JJ,I-ACH
Sentence1422,fest,NN,I-ACH
Sentence1422,.,.,O
Sentence1423,·,VB,O
Sentence1423,Volunteered,NNP,B-HOB
Sentence1423,SAE-BAJA,NNP,I-HOB
Sentence1423,and,CC,I-HOB
Sentence1423,obtained,VBN,I-HOB
Sentence1423,certificate,NN,I-HOB
Sentence1423,of,IN,I-HOB
Sentence1423,appreciation,NN,I-HOB
Sentence1423,.,.,O
Sentence1424,Personal,JJ,O
Sentence1424,Traits,NNS,O
Sentence1424,:,:,O
Sentence1424,·,JJ,O
Sentence1424,Ability,NNP,B-SOFT
Sentence1424,to,TO,I-SOFT
Sentence1424,adapt,VB,I-SOFT
Sentence1424,to,TO,I-SOFT
Sentence1424,ever,RB,I-SOFT
Sentence1424,changing,VBG,I-SOFT
Sentence1424,atmosphere,RB,I-SOFT
Sentence1424,.,.,O
Sentence1425,·,VB,O
Sentence1425,Fast,NNP,B-SOFT
Sentence1425,and,CC,I-SOFT
Sentence1425,Self,NNP,I-SOFT
Sentence1425,learner,NN,I-SOFT
Sentence1425,.,.,O
Sentence1426,·,JJ,O
Sentence1426,Time,NNP,B-SOFT
Sentence1426,bound,NN,I-SOFT
Sentence1426,",",",",O
Sentence1426,flexibility,NN,B-SOFT
Sentence1426,and,CC,O
Sentence1426,ability,NN,B-SOFT
Sentence1426,to,TO,I-SOFT
Sentence1426,grasp,VB,I-SOFT
Sentence1426,quickly,RB,I-SOFT
Sentence1426,.,.,O
Sentence1427,·,RBR,O
Sentence1427,Optimistic,JJ,B-SOFT
Sentence1427,",",",",O
Sentence1427,Confident,JJ,B-SOFT
Sentence1427,Personal,NNP,O
Sentence1427,Profile,NN,O
Sentence1427,:,:,O
Sentence1427,DOB,NN,O
Sentence1427,:,:,O
Sentence1427,16-Dec-94,JJ,O
Sentence1427,Father,NNP,O
Sentence1427,Name,NN,O
Sentence1427,:,:,O
Sentence1427,Pradeep,JJ,O
Sentence1427,H,NNP,O
Sentence1427,K,NNP,O
Sentence1427,Mother,NNP,O
Sentence1427,Name,NN,O
Sentence1427,:,:,O
Sentence1427,Renuka,NNP,O
Sentence1427,H,NNP,O
Sentence1427,R,NNP,O
Sentence1427,Hobbies,NNP,O
Sentence1427,:,:,O
Sentence1427,Scrapbooking,NN,B-HOB
Sentence1427,",",",",O
Sentence1427,Preparing,VBG,B-HOB
Sentence1427,Charts,NNS,I-HOB
Sentence1427,",",",",O
Sentence1427,Listening,VBG,B-HOB
Sentence1427,Music,NNP,I-HOB
Sentence1427,.,.,O
Sentence1428,Address,NN,O
Sentence1428,:,:,O
Sentence1428,#,#,O
Sentence1428,"209,4th",CD,O
Sentence1428,A,NNP,O
Sentence1428,Cross,NNP,O
Sentence1428,",",",",O
Sentence1428,Jakkur,NNP,O
Sentence1428,Layout,NNP,O
Sentence1428,",",",",O
Sentence1428,Jakkur,NNP,O
Sentence1428,Post,NNP,O
Sentence1428,",",",",O
Sentence1428,Bengaluru-560064,NNP,O
Sentence1428,.,.,O
Sentence1429,Languages,NNP,O
Sentence1429,(,(,O
Sentence1429,Read,NNP,O
Sentence1429,",",",",O
Sentence1429,Write,NNP,O
Sentence1429,",",",",O
Sentence1429,Communicate,NNP,O
Sentence1429,,,O
Sentence1429,", ",,O
Sentence1429,,,O
Sentence1429,:,:,O
Sentence1429,·,JJ,O
Sentence1429,Kannada,NNP,B-LANG
Sentence1429,.,.,O
Sentence1430,·,JJ,O
Sentence1430,English,NNP,B-LANG
Sentence1430,.,.,O
Sentence1431,·,JJ,O
Sentence1431,Hindi,NNP,B-LANG
Sentence1431,.,.,O
Sentence1432,Declaration,NN,O
Sentence1432,:,:,O
Sentence1432,I,PRP,O
Sentence1432,hereby,VBP,O
Sentence1432,declare,VB,O
Sentence1432,that,IN,O
Sentence1432,all,PDT,O
Sentence1432,the,DT,O
Sentence1432,information,NN,O
Sentence1432,furnished,VBN,O
Sentence1432,above,IN,O
Sentence1432,are,VBP,O
Sentence1432,1,JJ,O
Sentence1432,to,TO,O
Sentence1432,best,JJS,O
Sentence1432,of,IN,O
Sentence1432,my,PRP$,O
Sentence1432,knowledge,NN,O
Sentence1432,.,.,O
Sentence1433,Date,NN,O
Sentence1433,:,:,O
Sentence1433,Signature,NN,O
Sentence1433,:,:,O
Sentence1433,(,(,O
Sentence1433,Manasa,NNP,B-PER
Sentence1433,P,NNP,I-PER
Sentence1433,Gowda,NNP,I-PER
Sentence1433,,,O
Sentence1433,", ",,O
Sentence1433,,,O
Sentence1433,Curriculum,NNP,O
Sentence1433,Vitae,NNP,O
Sentence1433,MANASA,NNP,B-PER
Sentence1433,P,NNP,I-PER
Sentence1433,GOWDA,NNP,I-PER
Sentence1433,918147159079,NNP,O
Sentence1433,manasapradeep16,NN,O
Sentence1433,@,NNP,O
Sentence1433,gmail.com,NN,O
Sentence1433,Career,NNP,O
Sentence1433,Objective,NNP,O
Sentence1433,:,:,O
Sentence1433,Dynamic,NNP,O
Sentence1433,Looking,NNP,O
Sentence1433,for,IN,O
Sentence1433,a,DT,O
Sentence1433,career,NN,O
Sentence1433,where,WRB,O
Sentence1433,I,PRP,O
Sentence1433,can,MD,O
Sentence1433,utilize,VB,O
Sentence1433,my,PRP$,O
Sentence1433,skills,NNS,O
Sentence1433,and,CC,O
Sentence1433,abilities,NNS,O
Sentence1433,to,TO,O
Sentence1433,the,DT,O
Sentence1433,best,JJS,O
Sentence1433,by,IN,O
Sentence1433,evolving,VBG,O
Sentence1433,in,IN,O
Sentence1433,a,DT,O
Sentence1433,professional,JJ,O
Sentence1433,manner,NN,O
Sentence1433,by,IN,O
Sentence1433,upgrading,VBG,O
Sentence1433,knowledge,NN,O
Sentence1433,and,CC,O
Sentence1433,skills,NNS,O
Sentence1433,which,WDT,O
Sentence1433,can,MD,O
Sentence1433,make,VB,O
Sentence1433,a,DT,O
Sentence1433,difference,NN,O
Sentence1433,in,IN,O
Sentence1433,whatever,WDT,O
Sentence1433,I,PRP,O
Sentence1433,do,VBP,O
Sentence1433,.,.,O
Sentence1434,Educational,JJ,O
Sentence1434,Qualification,NN,O
Sentence1434,:,:,O
Sentence1434,Course,NNP,O
Sentence1434,Institute,NNP,O
Sentence1434,Year,NNP,O
Sentence1434,%,NN,O
Sentence1434,of,IN,O
Sentence1434,marks,NNS,O
Sentence1434,B.E,NNP,B-EDU
Sentence1434,(,(,I-EDU
Sentence1434,EEE,NNP,I-EDU
Sentence1434,,,I-EDU
Sentence1434,", ",,I-EDU
Sentence1434,,,I-EDU
Sentence1434,Sri,NNP,I-EDU
Sentence1434,Venkateshwara,NNP,I-EDU
Sentence1434,College,NNP,I-EDU
Sentence1434,Of,IN,I-EDU
Sentence1434,Engineering,NNP,I-EDU
Sentence1434,.,.,I-EDU
Sentence1435,(,(,I-EDU
Sentence1435,VTU,NNP,I-EDU
Sentence1435,,,I-EDU
Sentence1435,", ",,I-EDU
Sentence1435,,,I-EDU
Sentence1435,2016,CD,I-EDU
Sentence1435,77.52,CD,I-EDU
Sentence1435,IInd,NNP,B-EDU
Sentence1435,PUC,NNP,I-EDU
Sentence1435,MES,NNP,I-EDU
Sentence1435,PU,NNP,I-EDU
Sentence1435,College,NNP,I-EDU
Sentence1435,.,.,I-EDU
Sentence1436,(,(,I-EDU
Sentence1436,Karnataka,NNP,I-EDU
Sentence1436,State,NNP,I-EDU
Sentence1436,Board,NNP,I-EDU
Sentence1436,,,I-EDU
Sentence1436,", ",,I-EDU
Sentence1436,,,I-EDU
Sentence1436,2012,CD,I-EDU
Sentence1436,87.33,CD,I-EDU
Sentence1436,SSLC,NNP,B-EDU
Sentence1436,BG,NNP,I-EDU
Sentence1436,National,NNP,I-EDU
Sentence1436,Public,NNP,I-EDU
Sentence1436,School,NNP,I-EDU
Sentence1436,.,.,I-EDU
Sentence1437,(,(,I-EDU
Sentence1437,Karnataka,NNP,I-EDU
Sentence1437,Board,NNP,I-EDU
Sentence1437,,,I-EDU
Sentence1437,", ",,I-EDU
Sentence1437,,,I-EDU
Sentence1437,2010,CD,I-EDU
Sentence1437,94.56,CD,I-EDU
Sentence1437,Skills,NNS,O
Sentence1437,:,:,O
Sentence1437,Software,NN,O
Sentence1437,Packages,NNS,O
Sentence1437,:,:,O
Sentence1437,§,NN,O
Sentence1437,Matlab,NNP,B-TECH
Sentence1437,.,.,O
Sentence1438,§,VB,O
Sentence1438,Oracle,NNP,B-TECH
Sentence1438,10g,CD,I-TECH
Sentence1438,.,.,O
Sentence1439,§,VB,O
Sentence1439,MS,NNP,B-TECH
Sentence1439,Office,NNP,I-TECH
Sentence1439,.,.,O
Sentence1440,§,VB,O
Sentence1440,jdk,JJ,B-TECH
Sentence1440,1.8,CD,I-TECH
Sentence1440,Technical,JJ,O
Sentence1440,Skills,NNS,O
Sentence1440,:,:,O
Sentence1440,§,NN,O
Sentence1440,Basic,NNP,B-TECH
Sentence1440,Electrical,NNP,I-TECH
Sentence1440,Engineering,NNP,I-TECH
Sentence1440,.,.,O
Sentence1441,§,JJ,O
Sentence1441,Electrical,JJ,B-TECH
Sentence1441,machines,NNS,I-TECH
Sentence1441,.,.,O
Sentence1442,§,VB,O
Sentence1442,Core,NNP,B-TECH
Sentence1442,Java,NNP,I-TECH
Sentence1442,.,.,O
Sentence1443,Academic,NNP,O
Sentence1443,Project,NN,O
Sentence1443,:,:,O
Sentence1443,Project,JJ,O
Sentence1443,Title,NN,O
Sentence1443,:,:,O
Sentence1443,Single,NNP,O
Sentence1443,Phase,NNP,O
Sentence1443,H6,NNP,O
Sentence1443,Transformer,NNP,O
Sentence1443,less,RBR,O
Sentence1443,Inverter,NNP,O
Sentence1443,For,IN,O
Sentence1443,Grid-Tied,NNP,O
Sentence1443,PV,NNP,O
Sentence1443,Systems,NNPS,O
Sentence1443,.,.,O
Sentence1444,Duration,NN,O
Sentence1444,:,:,O
Sentence1444,5,CD,O
Sentence1444,months,NNS,O
Sentence1444,.,.,O
Sentence1445,Description,NN,O
Sentence1445,:,:,O
Sentence1445,Grid,NNP,O
Sentence1445,connected,VBD,O
Sentence1445,photovoltaic,JJ,O
Sentence1445,systems,NNS,O
Sentence1445,consist,NN,O
Sentence1445,of,IN,O
Sentence1445,transformer,NN,O
Sentence1445,at,IN,O
Sentence1445,the,DT,O
Sentence1445,utility,NN,O
Sentence1445,side.But,VBZ,O
Sentence1445,these,DT,O
Sentence1445,transformers,NNS,O
Sentence1445,are,VBP,O
Sentence1445,heavy,JJ,O
Sentence1445,",",",",O
Sentence1445,costly,JJ,O
Sentence1445,and,CC,O
Sentence1445,the,DT,O
Sentence1445,most,RBS,O
Sentence1445,important,JJ,O
Sentence1445,is,VBZ,O
Sentence1445,the,DT,O
Sentence1445,quality,NN,O
Sentence1445,of,IN,O
Sentence1445,power,NN,O
Sentence1445,input,NN,O
Sentence1445,fed,VBN,O
Sentence1445,to,TO,O
Sentence1445,the,DT,O
Sentence1445,grid,NN,O
Sentence1445,.,.,O
Sentence1446,This,DT,O
Sentence1446,project,NN,O
Sentence1446,is,VBZ,O
Sentence1446,an,DT,O
Sentence1446,attempt,NN,O
Sentence1446,to,TO,O
Sentence1446,overcome,VB,O
Sentence1446,these,DT,O
Sentence1446,problems,NNS,O
Sentence1446,by,IN,O
Sentence1446,replacing,VBG,O
Sentence1446,the,DT,O
Sentence1446,transformer,NN,O
Sentence1446,with,IN,O
Sentence1446,a,DT,O
Sentence1446,five,CD,O
Sentence1446,level,NN,O
Sentence1446,inverter,NN,O
Sentence1446,i.e,NN,O
Sentence1446,;,:,O
Sentence1446,H6,NNP,O
Sentence1446,topology,NN,O
Sentence1446,which,WDT,O
Sentence1446,has,VBZ,O
Sentence1446,reduced,VBN,O
Sentence1446,complexities,NNS,O
Sentence1446,in,IN,O
Sentence1446,term,NN,O
Sentence1446,of,IN,O
Sentence1446,size,NN,O
Sentence1446,",",",",O
Sentence1446,leakage,NN,O
Sentence1446,current,JJ,O
Sentence1446,and,CC,O
Sentence1446,total,JJ,O
Sentence1446,harmonic,JJ,O
Sentence1446,distortion,NN,O
Sentence1446,.,.,O
Sentence1447,By,IN,O
Sentence1447,all,PDT,O
Sentence1447,these,DT,O
Sentence1447,the,DT,O
Sentence1447,overall,JJ,O
Sentence1447,efficiency,NN,O
Sentence1447,may,MD,O
Sentence1447,increase,VB,O
Sentence1447,upto,JJ,O
